起点,终点,划分,经纬度
奉化站,宁波站,5j000G757270,"[121.464575,29.627988],[121.536807,29.861967]"
宁波站,绍兴东站,5j000G757270,"[121.536807,29.861967],[120.852957,30.054322]"
绍兴东站,绍兴北站,5j000G757270,"[120.852957,30.054322],[120.53841,30.099434]"
绍兴北站,杭州东站,5j000G757270,"[120.53841,30.099434],[120.213116,30.290998]"
杭州东站,桐乡站,5j000G757270,"[120.213116,30.290998],[120.567388,30.537336]"
桐乡站,嘉善南站,5j000G757270,"[120.567388,30.537336],[120.935551,30.788447]"
嘉善南站,金山北站,5j000G757270,"[120.935551,30.788447],[121.089477,30.89428]"
金山北站,上海虹桥站,5j000G757270,"[121.089477,30.89428],[121.320038,31.193987]"
上海虹桥站,昆山南站,5j000G757270,"[121.320038,31.193987],[120.950871,31.353131]"
昆山南站,苏州站,5j000G757270,"[120.950871,31.353131],[120.610855,31.329669]"
苏州站,无锡站,5j000G757270,"[120.610855,31.329669],[120.306388,31.587908]"
无锡站,常州站,5j000G757270,"[120.306388,31.587908],[119.973242,31.785213]"
常州站,丹阳站,5j000G757270,"[119.973242,31.785213],[119.592869,32.001665]"
丹阳站,镇江站,5j000G757270,"[119.592869,32.001665],[119.432794,32.197714]"
镇江站,南京南站,5j000G757270,"[119.432794,32.197714],[118.798147,31.968587]"
南京南站,全椒站,5j000G757270,"[118.798147,31.968587],[118.283096,32.060231]"
全椒站,合肥站,5j000G757270,"[118.283096,32.060231],[117.316957,31.885144]"
合肥站,水家湖站,5j000G757270,"[117.316957,31.885144],[117.169449,32.483193]"
水家湖站,淮南东站,5j000G757270,"[117.169449,32.483193],[117.150133,32.64621]"
上海虹桥站,苏州北站,5l0000G128S0,"[121.320038,31.193987],[120.644312,31.421561]"
苏州北站,镇江南站,5l0000G128S0,"[120.644312,31.421561],[119.424373,32.152414]"
镇江南站,南京南站,5l0000G128S0,"[119.424373,32.152414],[118.798147,31.968587]"
南京南站,滁州站,5l0000G128S0,"[118.798147,31.968587],[118.319862,32.198885]"
滁州站,宿州东站,5l0000G128S0,"[118.319862,32.198885],[117.250896,33.675631]"
宿州东站,曲阜东站,5l0000G128S0,"[117.250896,33.675631],[117.069079,35.556462]"
曲阜东站,泰安站,5l0000G128S0,"[117.069079,35.556462],[117.035742,36.172902]"
泰安站,济南西站,5l0000G128S0,"[117.035742,36.172902],[116.891316,36.668906]"
济南西站,德州东站,5l0000G128S0,"[116.891316,36.668906],[116.462533,37.409444]"
德州东站,天津南站,5l0000G128S0,"[116.462533,37.409444],[117.0608,39.056878]"
天津南站,北京南站,5l0000G128S0,"[117.0608,39.056878],[116.378545,39.865195]"
上海站,昆山站,55000K115603,"[121.455739,31.249563],[120.957634,31.366179]"
昆山站,苏州站,55000K115603,"[120.957634,31.366179],[120.610855,31.329669]"
苏州站,无锡站,55000K115603,"[120.610855,31.329669],[120.306388,31.587908]"
无锡站,常州站,55000K115603,"[120.306388,31.587908],[119.973242,31.785213]"
常州站,丹阳站,55000K115603,"[119.973242,31.785213],[119.592869,32.001665]"
丹阳站,南京站,55000K115603,"[119.592869,32.001665],[118.797513,32.087122]"
南京站,马鞍山站,55000K115603,"[118.797513,32.087122],[118.502381,31.707315]"
马鞍山站,芜湖站,55000K115603,"[118.502381,31.707315],[118.391915,31.347857]"
芜湖站,巢湖站,55000K115603,"[118.391915,31.347857],[117.890394,31.614696]"
巢湖站,合肥站,55000K115603,"[117.890394,31.614696],[117.316957,31.885144]"
合肥站,固始站,55000K115603,"[117.316957,31.885144],[115.66945,31.914996]"
固始站,商城站,55000K115603,"[115.66945,31.914996],[115.442541,31.953155]"
商城站,潢川站,55000K115603,"[115.442541,31.953155],[115.10259,32.112003]"
潢川站,息县站,55000K115603,"[115.10259,32.112003],[114.83299,32.172436]"
息县站,信阳站,55000K115603,"[114.83299,32.172436],[114.082946,32.128617]"
信阳站,襄阳站,55000K115603,"[114.082946,32.128617],[112.156245,32.057786]"
襄阳站,十堰站,55000K115603,"[112.156245,32.057786],[110.781788,32.603867]"
十堰站,安康站,55000K115603,"[110.781788,32.603867],[109.016424,32.712607]"
安康站,万源站,55000K115603,"[109.016424,32.712607],[108.04185,32.085083]"
万源站,宣汉站,55000K115603,"[108.04185,32.085083],[107.659399,31.542199]"
宣汉站,达州站,55000K115603,"[107.659399,31.542199],[107.452876,31.198051]"
达州站,营山站,55000K115603,"[107.452876,31.198051],[106.569209,31.06442]"
营山站,蓬安站,55000K115603,"[106.569209,31.06442],[106.423735,30.999995]"
蓬安站,南充站,55000K115603,"[106.423735,30.999995],[106.085934,30.807866]"
南充站,遂宁站,55000K115603,"[106.085934,30.807866],[105.541704,30.542468]"
遂宁站,成都站,55000K115603,"[105.541704,30.542468],[104.073653,30.697191]"
上海站,苏州站,55000G726491,"[121.455739,31.249563],[120.610855,31.329669]"
苏州站,无锡站,55000G726491,"[120.610855,31.329669],[120.306388,31.587908]"
无锡站,常州站,55000G726491,"[120.306388,31.587908],[119.973242,31.785213]"
常州站,南京南站,55000G726491,"[119.973242,31.785213],[118.798147,31.968587]"
南京南站,合肥南站,55000G726491,"[118.798147,31.968587],[117.290303,31.798945]"
黄山北站,歙县北站,52000G731601,"[118.273176,29.815169],[118.410632,29.921804]"
歙县北站,千岛湖站,52000G731601,"[118.410632,29.921804],[119.192316,29.735836]"
千岛湖站,建德站,52000G731601,"[119.192316,29.735836],[119.426884,29.572573]"
建德站,桐庐站,52000G731601,"[119.426884,29.572573],[119.73107,29.789414]"
桐庐站,富阳站,52000G731601,"[119.73107,29.789414],[119.991252,30.001248]"
富阳站,杭州东站,52000G731601,"[119.991252,30.001248],[120.213116,30.290998]"
杭州东站,桐乡站,52000G731601,"[120.213116,30.290998],[120.567388,30.537336]"
桐乡站,嘉兴南站,52000G731601,"[120.567388,30.537336],[120.799816,30.690975]"
嘉兴南站,松江南站,52000G731601,"[120.799816,30.690975],[121.229802,30.982871]"
松江南站,上海虹桥站,52000G731601,"[121.229802,30.982871],[121.320038,31.193987]"
上海虹桥站,昆山南站,52000G731601,"[121.320038,31.193987],[120.950871,31.353131]"
昆山南站,苏州园区站,52000G731601,"[120.950871,31.353131],[120.710584,31.341098]"
苏州园区站,苏州站,52000G731601,"[120.710584,31.341098],[120.610855,31.329669]"
苏州站,无锡站,52000G731601,"[120.610855,31.329669],[120.306388,31.587908]"
无锡站,常州站,52000G731601,"[120.306388,31.587908],[119.973242,31.785213]"
苍南站,平阳站,5j000G1228A0,"[120.412051,27.527902],[120.545104,27.625482]"
平阳站,瑞安站,5j000G1228A0,"[120.545104,27.625482],[120.581982,27.76681]"
瑞安站,温州南站,5j000G1228A0,"[120.581982,27.76681],[120.585888,27.965853]"
温州南站,青田站,5j000G1228A0,"[120.585888,27.965853],[120.279748,28.136316]"
青田站,丽水站,5j000G1228A0,"[120.279748,28.136316],[119.95397,28.442034]"
丽水站,缙云西站,5j000G1228A0,"[119.95397,28.442034],[120.055728,28.677285]"
缙云西站,永康南站,5j000G1228A0,"[120.055728,28.677285],[120.024185,28.85096]"
永康南站,金华南站,5j000G1228A0,"[120.024185,28.85096],[119.738674,29.114533]"
